date,site_id,part_id,planned_maintenance,consumption_qty,on_hand_qty,backorder_qty,blocked_qty,forecast_qty,forecast_type,forecast_uplift_pct
2022-08-15,SITE01,P00001,False,1,8,0,0,2,Baseline,0.0
2022-08-22,SITE01,P00001,True,0,8,0,0,1,Adjusted,0.068
2022-08-29,SITE01,P00001,False,0,8,0,0,1,Adjusted,0.14
2022-09-05,SITE01,P00001,True,1,7,0,0,1,Baseline,0.0
2022-09-12,SITE01,P00001,True,0,15,0,0,1,Baseline,0.0
2022-09-19,SITE01,P00001,False,0,15,0,0,1,Baseline,0.0
2022-09-26,SITE01,P00001,True,0,15,0,0,1,Baseline,0.0
2022-10-03,SITE01,P00001,True,0,15,0,0,0,Adjusted,-0.202
2022-10-10,SITE01,P00001,False,1,14,0,0,0,Baseline,0.0
2022-10-17,SITE01,P00001,True,0,14,0,0,0,Baseline,0.0
2022-10-24,SITE01,P00001,True,0,14,0,0,0,Baseline,0.0
2022-10-31,SITE01,P00001,False,2,12,0,0,0,Adjusted,-0.12
2022-11-07,SITE01,P00001,False,1,11,0,0,0,Baseline,0.0
2022-11-14,SITE01,P00001,True,1,10,0,0,1,Adjusted,0.239
2022-11-21,SITE01,P00001,True,1,9,0,0,1,Baseline,0.0
2022-11-28,SITE01,P00001,True,1,8,0,0,1,Adjusted,0.13
2022-12-05,SITE01,P00001,True,2,11,0,0,1,Adjusted,0.055
2022-12-12,SITE01,P00001,True,1,10,0,0,1,Baseline,0.0
2022-12-19,SITE01,P00001,True,0,10,0,0,1,Baseline,0.0
2022-12-26,SITE01,P00001,True,3,7,0,0,1,Adjusted,-0.227
2023-01-02,SITE01,P00001,True,2,11,0,0,1,Baseline,0.0
2023-01-09,SITE01,P00001,False,1,10,0,0,1,Baseline,0.0
2023-01-16,SITE01,P00001,True,0,10,0,0,1,Adjusted,0.079
2023-01-23,SITE01,P00001,True,0,10,0,0,1,Baseline,0.0
2023-01-30,SITE01,P00001,False,2,8,0,0,1,Baseline,0.0
2023-02-06,SITE01,P00001,False,2,12,0,0,1,Baseline,0.0
2023-02-13,SITE01,P00001,False,0,12,0,0,1,Baseline,0.0
2023-02-20,SITE01,P00001,True,2,10,0,0,1,Baseline,0.0
2023-02-27,SITE01,P00001,False,3,16,0,0,1,Baseline,0.0
2023-03-06,SITE01,P00001,True,2,14,0,0,1,Baseline,0.0
2023-03-13,SITE01,P00001,False,1,13,0,0,1,Baseline,0.0
2023-03-20,SITE01,P00001,True,1,12,0,0,2,Baseline,0.0
2023-03-27,SITE01,P00001,True,1,11,0,0,1,Baseline,0.0
2023-04-03,SITE01,P00001,True,1,10,0,0,1,Baseline,0.0
2023-04-10,SITE01,P00001,True,0,10,0,0,2,Adjusted,0.196
2023-04-17,SITE01,P00001,True,3,7,0,0,2,Baseline,0.0
2023-04-24,SITE01,P00001,True,2,5,0,0,2,Adjusted,0.27
2023-05-01,SITE01,P00001,False,3,6,0,0,1,Baseline,0.0
2023-05-08,SITE01,P00001,False,1,5,0,0,2,Baseline,0.0
2023-05-15,SITE01,P00001,False,1,4,0,0,1,Baseline,0.0
2023-05-22,SITE01,P00001,True,1,9,0,0,1,Baseline,0.0
2023-05-29,SITE01,P00001,True,1,8,0,0,1,Baseline,0.0
2023-06-05,SITE01,P00001,True,3,12,0,0,2,Baseline,0.0
2023-06-12,SITE01,P00001,True,2,10,0,0,2,Baseline,0.0
2023-06-19,SITE01,P00001,True,0,10,0,0,1,Baseline,0.0
2023-06-26,SITE01,P00001,True,2,8,0,0,2,Adjusted,0.224
2023-07-03,SITE01,P00001,True,4,8,0,0,2,Adjusted,-0.185
2023-07-10,SITE01,P00001,True,0,8,0,0,2,Baseline,0.0
2023-07-17,SITE01,P00001,False,2,10,0,0,2,Baseline,0.0
2023-07-24,SITE01,P00001,False,1,9,0,0,2,Adjusted,0.325
2023-07-31,SITE01,P00001,True,0,9,0,0,1,Baseline,0.0
2023-08-07,SITE01,P00001,False,1,8,0,0,1,Baseline,0.0
2023-08-14,SITE01,P00001,True,2,6,0,0,1,Baseline,0.0
2023-08-21,SITE01,P00001,True,0,6,0,0,1,Baseline,0.0
2023-08-28,SITE01,P00001,False,2,4,0,0,1,Baseline,0.0
2023-09-04,SITE01,P00001,True,2,2,0,0,1,Baseline,0.0
2023-09-11,SITE01,P00001,True,1,7,0,0,1,Adjusted,0.091
2023-09-18,SITE01,P00001,True,1,10,0,0,1,Baseline,0.0
2023-09-25,SITE01,P00001,False,1,9,0,0,1,Baseline,0.0
2023-10-02,SITE01,P00001,False,0,9,0,0,1,Baseline,0.0
2023-10-09,SITE01,P00001,True,0,9,0,0,1,Baseline,0.0
2023-10-16,SITE01,P00001,True,0,9,0,0,1,Baseline,0.0
2023-10-23,SITE01,P00001,True,0,9,0,0,1,Adjusted,-0.067
2023-10-30,SITE01,P00001,True,1,8,0,0,0,Baseline,0.0
2023-11-06,SITE01,P00001,True,1,15,0,0,1,Baseline,0.0
2023-11-13,SITE01,P00001,True,2,13,0,0,1,Baseline,0.0
2023-11-20,SITE01,P00001,False,2,11,0,0,1,Baseline,0.0
2023-11-27,SITE01,P00001,True,3,8,0,0,1,Baseline,0.0
2023-12-04,SITE01,P00001,False,2,12,0,0,1,Baseline,0.0
2023-12-11,SITE01,P00001,False,2,10,0,0,2,Baseline,0.0
2023-12-18,SITE01,P00001,False,2,8,0,0,2,Baseline,0.0
2023-12-25,SITE01,P00001,True,1,14,0,0,2,Baseline,0.0
2024-01-01,SITE01,P00001,True,2,12,0,0,2,Baseline,0.0
2024-01-08,SITE01,P00001,True,3,9,0,0,2,Baseline,0.0
2024-01-15,SITE01,P00001,True,0,9,0,0,2,Baseline,0.0
2024-01-22,SITE01,P00001,False,3,10,0,0,2,Adjusted,0.057
2024-01-29,SITE01,P00001,True,1,9,0,0,2,Baseline,0.0
2024-02-05,SITE01,P00001,True,4,11,0,0,2,Adjusted,0.14
2024-02-12,SITE01,P00001,True,1,10,0,0,2,Baseline,0.0
2024-02-19,SITE01,P00001,True,1,9,0,0,2,Adjusted,0.199
2024-02-26,SITE01,P00001,True,1,8,0,0,1,Adjusted,-0.104
2024-03-04,SITE01,P00001,True,1,7,0,0,1,Baseline,0.0
2024-03-11,SITE01,P00001,True,2,14,0,0,2,Baseline,0.0
2024-03-18,SITE01,P00001,False,0,14,0,0,1,Baseline,0.0
2024-03-25,SITE01,P00001,False,3,11,0,0,2,Adjusted,0.252
2024-04-01,SITE01,P00001,True,1,10,0,0,1,Baseline,0.0
2024-04-08,SITE01,P00001,False,0,10,0,0,1,Baseline,0.0
2024-04-15,SITE01,P00001,False,0,10,0,0,1,Baseline,0.0
2024-04-22,SITE01,P00001,True,2,8,0,0,1,Adjusted,0.336
2024-04-29,SITE01,P00001,True,4,9,0,0,2,Adjusted,0.311
2024-05-06,SITE01,P00001,False,3,13,0,0,2,Baseline,0.0
2024-05-13,SITE01,P00001,True,2,11,0,0,2,Baseline,0.0
2024-05-20,SITE01,P00001,True,1,10,0,0,1,Adjusted,-0.224
2024-05-27,SITE01,P00001,True,0,10,0,0,1,Baseline,0.0
2024-06-03,SITE01,P00001,False,3,15,0,0,2,Baseline,0.0
2024-06-10,SITE01,P00001,True,0,15,0,0,2,Baseline,0.0
2024-06-17,SITE01,P00001,False,5,10,0,0,2,Adjusted,-0.104
2024-06-24,SITE01,P00001,False,0,10,0,0,2,Baseline,0.0
2024-07-01,SITE01,P00001,True,3,7,0,0,2,Adjusted,0.146
2024-07-08,SITE01,P00001,False,0,14,0,0,1,Baseline,0.0
2024-07-15,SITE01,P00001,True,2,12,0,0,2,Adjusted,0.265
2024-07-22,SITE01,P00001,False,1,11,0,0,2,Baseline,0.0
2024-07-29,SITE01,P00001,True,1,10,0,0,2,Baseline,0.0
2024-08-05,SITE01,P00001,False,1,9,0,0,2,Baseline,0.0
2024-08-12,SITE01,P00001,False,0,9,0,0,1,Baseline,0.0
2024-08-19,SITE01,P00001,False,2,14,0,0,1,Baseline,0.0
2024-08-26,SITE01,P00001,False,1,13,0,0,1,Baseline,0.0
2024-09-02,SITE01,P00001,False,0,13,0,0,1,Baseline,0.0
2024-09-09,SITE01,P00001,True,1,12,0,0,1,Baseline,0.0
2024-09-16,SITE01,P00001,True,1,11,0,0,1,Baseline,0.0
2024-09-23,SITE01,P00001,False,1,10,0,0,1,Baseline,0.0
2024-09-30,SITE01,P00001,False,0,10,0,0,1,Baseline,0.0
2024-10-07,SITE01,P00001,True,2,8,0,0,1,Baseline,0.0
2024-10-14,SITE01,P00001,True,1,13,0,0,1,Adjusted,0.213
2024-10-21,SITE01,P00001,False,2,11,0,0,1,Baseline,0.0
2024-10-28,SITE01,P00001,False,0,11,0,0,1,Baseline,0.0
2024-11-04,SITE01,P00001,True,0,11,0,0,1,Adjusted,0.053
2024-11-11,SITE01,P00001,True,2,9,0,0,1,Adjusted,0.084
2024-11-18,SITE01,P00001,True,0,9,0,0,1,Baseline,0.0
2024-11-25,SITE01,P00001,True,2,11,0,0,1,Baseline,0.0
2024-12-02,SITE01,P00001,False,0,11,0,0,1,Adjusted,-0.186
2024-12-09,SITE01,P00001,False,1,10,0,0,1,Baseline,0.0
2024-12-16,SITE01,P00001,False,7,11,0,0,2,Baseline,0.0
2024-12-23,SITE01,P00001,False,1,10,0,0,2,Baseline,0.0
2022-01-03,SITE01,P00002,True,3,18,0,0,3,Baseline,0.0
2022-01-10,SITE01,P00002,False,9,20,0,0,6,Baseline,0.0
2022-01-17,SITE01,P00002,False,1,19,0,0,4,Baseline,0.0
2022-01-24,SITE01,P00002,True,3,16,0,0,4,Baseline,0.0
2022-01-31,SITE01,P00002,True,4,12,0,0,4,Baseline,0.0
2022-02-07,SITE01,P00002,True,5,24,0,0,4,Baseline,0.0
2022-02-14,SITE01,P00002,True,1,23,0,0,4,Baseline,0.0
2022-02-21,SITE01,P00002,False,4,19,0,0,4,Baseline,0.0
2022-02-28,SITE01,P00002,False,9,10,0,0,4,Baseline,0.0
2022-03-07,SITE01,P00002,False,10,0,0,0,4,Baseline,0.0
2022-03-14,SITE01,P00002,True,5,8,5,0,5,Baseline,0.0
2022-03-21,SITE01,P00002,False,2,17,0,0,5,Baseline,0.0
2022-03-28,SITE01,P00002,False,3,14,0,0,5,Baseline,0.0
2022-04-04,SITE01,P00002,False,1,13,0,0,4,Baseline,0.0
2022-04-11,SITE01,P00002,False,6,7,0,0,5,Baseline,0.0
2022-04-18,SITE01,P00002,False,1,6,0,0,5,Baseline,0.0
2022-04-25,SITE01,P00002,True,2,4,0,0,5,Adjusted,0.229
2022-05-02,SITE01,P00002,False,3,12,0,0,3,Baseline,0.0
2022-05-09,SITE01,P00002,True,11,19,1,2,3,Baseline,0.0
2022-05-16,SITE01,P00002,False,1,18,0,0,4,Baseline,0.0
2022-05-23,SITE01,P00002,False,7,25,0,0,4,Baseline,0.0
2022-05-30,SITE01,P00002,False,0,25,0,0,4,Baseline,0.0
2022-06-06,SITE01,P00002,True,6,19,0,0,4,Baseline,0.0
2022-06-13,SITE01,P00002,False,12,23,0,0,5,Baseline,0.0
2022-06-20,SITE01,P00002,False,5,18,0,0,6,Baseline,0.0
2022-06-27,SITE01,P00002,True,3,15,0,0,6,Baseline,0.0
2022-07-04,SITE01,P00002,False,0,15,0,0,4,Baseline,0.0
2022-07-11,SITE01,P00002,False,1,14,0,0,5,Baseline,0.0
2022-07-18,SITE01,P00002,False,2,12,0,0,4,Baseline,0.0
2022-07-25,SITE01,P00002,False,2,18,0,0,4,Baseline,0.0
2022-08-01,SITE01,P00002,True,3,15,0,0,4,Baseline,0.0
2022-08-08,SITE01,P00002,True,3,12,0,0,2,Baseline,0.0
2022-08-15,SITE01,P00002,False,5,7,0,0,2,Baseline,0.0
2022-08-22,SITE01,P00002,True,2,5,0,0,2,Adjusted,0.059
2022-08-29,SITE01,P00002,False,3,10,0,0,2,Baseline,0.0
2022-09-05,SITE01,P00002,False,4,21,0,0,4,Adjusted,0.145
2022-09-12,SITE01,P00002,False,1,20,0,0,3,Baseline,0.0
2022-09-19,SITE01,P00002,False,1,19,0,0,3,Baseline,0.0
2022-09-26,SITE01,P00002,True,1,18,0,0,3,Adjusted,0.312
2022-10-03,SITE01,P00002,False,6,12,0,0,3,Baseline,0.0
2022-10-10,SITE01,P00002,False,1,11,0,0,3,Baseline,0.0
2022-10-17,SITE01,P00002,True,4,24,0,0,3,Adjusted,0.19
2022-10-24,SITE01,P00002,False,0,24,0,0,2,Adjusted,-0.115
2022-10-31,SITE01,P00002,False,3,21,0,0,2,Baseline,0.0
2022-11-07,SITE01,P00002,True,3,18,0,0,2,Baseline,0.0
2022-11-14,SITE01,P00002,False,0,18,0,0,2,Baseline,0.0
2022-11-21,SITE01,P00002,False,0,18,0,0,2,Baseline,0.0
2022-11-28,SITE01,P00002,True,3,15,0,0,2,Adjusted,0.172
2022-12-05,SITE01,P00002,True,5,26,0,0,2,Baseline,0.0
2022-12-12,SITE01,P00002,True,3,23,0,0,2,Baseline,0.0
2022-12-19,SITE01,P00002,True,2,21,0,0,2,Baseline,0.0
2022-12-26,SITE01,P00002,False,5,16,0,0,3,Baseline,0.0
2023-01-02,SITE01,P00002,True,4,12,0,0,3,Baseline,0.0
2023-01-09,SITE01,P00002,True,2,10,0,0,3,Baseline,0.0
2023-01-16,SITE01,P00002,False,2,23,0,0,3,Adjusted,-0.163
2023-01-23,SITE01,P00002,True,1,22,0,0,3,Baseline,0.0
2023-01-30,SITE01,P00002,True,2,20,0,0,3,Baseline,0.0
2023-02-06,SITE01,P00002,True,2,18,0,0,3,Baseline,0.0
2023-02-13,SITE01,P00002,True,1,17,0,0,2,Baseline,0.0
2023-02-20,SITE01,P00002,False,0,17,0,0,2,Baseline,0.0
2023-02-27,SITE01,P00002,False,21,15,4,0,4,Baseline,0.0
2023-03-06,SITE01,P00002,False,6,25,0,0,4,Baseline,0.0
2023-03-13,SITE01,P00002,False,0,25,0,0,4,Baseline,0.0
2023-03-20,SITE01,P00002,True,3,22,0,0,4,Baseline,0.0
2023-03-27,SITE01,P00002,False,1,21,0,0,5,Adjusted,0.256
2023-04-03,SITE01,P00002,True,2,19,0,0,4,Baseline,0.0
2023-04-10,SITE01,P00002,False,2,17,0,0,4,Baseline,0.0
2023-04-17,SITE01,P00002,False,2,15,0,0,5,Baseline,0.0
2023-04-24,SITE01,P00002,True,0,15,0,0,2,Baseline,0.0
2023-05-01,SITE01,P00002,False,0,15,0,0,1,Baseline,0.0
2023-05-08,SITE01,P00002,True,5,28,0,0,2,Adjusted,-0.093
2023-05-15,SITE01,P00002,False,2,26,0,0,2,Baseline,0.0
2023-05-22,SITE01,P00002,True,4,22,0,0,2,Baseline,0.0
2023-05-29,SITE01,P00002,False,3,19,0,0,2,Adjusted,-0.181
2023-06-05,SITE01,P00002,True,4,15,0,0,3,Adjusted,0.079
2023-06-12,SITE01,P00002,False,2,13,0,0,3,Baseline,0.0
2023-06-19,SITE01,P00002,True,1,12,0,0,2,Baseline,0.0
2023-06-26,SITE01,P00002,True,1,22,0,0,3,Baseline,0.0
2023-07-03,SITE01,P00002,True,5,17,0,0,3,Baseline,0.0
2023-07-10,SITE01,P00002,True,3,14,0,0,3,Baseline,0.0
2023-07-17,SITE01,P00002,False,1,13,0,0,3,Baseline,0.0
2023-07-24,SITE01,P00002,False,0,13,0,0,2,Baseline,0.0
2023-07-31,SITE01,P00002,False,2,19,0,2,2,Baseline,0.0
2023-08-07,SITE01,P00002,False,5,14,0,0,2,Baseline,0.0
2023-08-14,SITE01,P00002,True,1,13,0,0,2,Baseline,0.0
2023-08-21,SITE01,P00002,False,1,12,0,0,2,Baseline,0.0
2023-08-28,SITE01,P00002,True,4,27,0,0,2,Baseline,0.0
2023-09-04,SITE01,P00002,True,4,23,0,0,3,Adjusted,0.111
2023-09-11,SITE01,P00002,False,1,22,0,0,2,Baseline,0.0
2023-09-18,SITE01,P00002,True,1,21,0,0,2,Baseline,0.0
2023-09-25,SITE01,P00002,False,2,19,0,0,2,Baseline,0.0
2023-10-02,SITE01,P00002,True,2,17,0,0,2,Adjusted,-0.061
2023-10-09,SITE01,P00002,True,3,14,0,0,3,Adjusted,0.197
2023-10-16,SITE01,P00002,True,2,12,0,0,2,Baseline,0.0
2023-10-23,SITE01,P00002,False,5,7,0,0,3,Baseline,0.0
2023-10-30,SITE01,P00002,True,1,6,0,0,2,Baseline,0.0
2023-11-06,SITE01,P00002,False,1,17,0,0,3,Adjusted,0.202
2023-11-13,SITE01,P00002,True,6,25,0,0,4,Adjusted,0.333
2023-11-20,SITE01,P00002,True,2,23,0,0,3,Baseline,0.0
2023-11-27,SITE01,P00002,False,1,22,0,0,3,Baseline,0.0
2023-12-04,SITE01,P00002,False,0,22,0,0,2,Baseline,0.0
2023-12-11,SITE01,P00002,False,4,18,0,0,2,Baseline,0.0
2023-12-18,SITE01,P00002,False,1,17,0,0,2,Baseline,0.0
2023-12-25,SITE01,P00002,True,2,15,0,0,2,Baseline,0.0
2024-01-01,SITE01,P00002,True,3,12,0,0,2,Baseline,0.0
2024-01-08,SITE01,P00002,False,3,28,0,0,2,Baseline,0.0
2024-01-15,SITE01,P00002,False,2,26,0,0,2,Baseline,0.0
2024-01-22,SITE01,P00002,False,3,23,0,0,2,Adjusted,0.082
2024-01-29,SITE01,P00002,False,0,23,0,0,2,Baseline,0.0
2024-02-05,SITE01,P00002,True,1,22,0,0,2,Baseline,0.0
2024-02-12,SITE01,P00002,False,5,17,0,0,2,Baseline,0.0
2024-02-19,SITE01,P00002,True,1,16,0,0,2,Baseline,0.0
2024-02-26,SITE01,P00002,False,2,14,0,0,2,Baseline,0.0
2024-03-04,SITE01,P00002,False,5,17,0,0,2,Baseline,0.0
2024-03-11,SITE01,P00002,True,3,14,0,0,3,Adjusted,0.171
2024-03-18,SITE01,P00002,True,0,14,0,0,2,Baseline,0.0
2024-03-25,SITE01,P00002,False,0,14,0,0,2,Baseline,0.0
2024-04-01,SITE01,P00002,False,7,7,0,0,3,Baseline,0.0
2024-04-08,SITE01,P00002,True,1,14,0,0,2,Baseline,0.0
2024-04-15,SITE01,P00002,True,4,10,0,0,3,Baseline,0.0
2024-04-22,SITE01,P00002,True,0,18,0,0,2,Adjusted,-0.199
2024-04-29,SITE01,P00002,True,4,14,0,0,2,Baseline,0.0
2024-05-06,SITE01,P00002,True,4,30,0,0,3,Baseline,0.0
2024-05-13,SITE01,P00002,True,2,28,0,0,3,Baseline,0.0
2024-05-20,SITE01,P00002,True,2,26,0,0,3,Baseline,0.0
2024-05-27,SITE01,P00002,True,4,22,0,0,3,Baseline,0.0
2024-06-03,SITE01,P00002,True,4,18,0,0,3,Baseline,0.0
2024-06-10,SITE01,P00002,False,2,16,0,0,3,Baseline,0.0
2024-06-17,SITE01,P00002,True,2,14,0,0,3,Baseline,0.0
2024-06-24,SITE01,P00002,True,1,13,0,0,3,Baseline,0.0
2024-07-01,SITE01,P00002,True,1,12,0,0,2,Baseline,0.0
2024-07-08,SITE01,P00002,True,4,26,0,0,3,Baseline,0.0
2024-07-15,SITE01,P00002,False,4,22,0,0,3,Baseline,0.0
2024-07-22,SITE01,P00002,False,1,21,0,0,2,Baseline,0.0
2024-07-29,SITE01,P00002,False,0,21,0,0,2,Baseline,0.0
2024-08-05,SITE01,P00002,True,3,18,0,0,2,Baseline,0.0
2024-08-12,SITE01,P00002,True,4,14,0,0,2,Baseline,0.0
2024-08-19,SITE01,P00002,False,2,12,0,0,2,Baseline,0.0
2024-08-26,SITE01,P00002,True,0,12,0,0,2,Baseline,0.0
2024-09-02,SITE01,P00002,False,1,24,0,0,2,Baseline,0.0
2024-09-09,SITE01,P00002,False,2,22,0,0,2,Baseline,0.0
2024-09-16,SITE01,P00002,True,0,22,0,0,2,Adjusted,0.332
2024-09-23,SITE01,P00002,True,4,18,0,0,2,Baseline,0.0
2024-09-30,SITE01,P00002,False,2,16,0,0,2,Baseline,0.0
2024-10-07,SITE01,P00002,True,1,15,0,0,1,Baseline,0.0
2024-10-14,SITE01,P00002,True,2,13,0,0,2,Baseline,0.0
2024-10-21,SITE01,P00002,True,1,12,0,0,2,Baseline,0.0
2024-10-28,SITE01,P00002,True,3,9,0,0,2,Baseline,0.0
2024-11-04,SITE01,P00002,False,0,9,0,0,2,Baseline,0.0
2024-11-11,SITE01,P00002,True,2,7,0,0,2,Adjusted,0.237
2024-11-18,SITE01,P00002,False,6,11,0,0,3,Adjusted,0.347
2024-11-25,SITE01,P00002,False,2,22,0,0,2,Baseline,0.0
2024-12-02,SITE01,P00002,False,1,21,0,0,2,Baseline,0.0
2024-12-09,SITE01,P00002,False,6,15,0,0,3,Baseline,0.0
2024-12-16,SITE01,P00002,True,1,14,0,0,2,Adjusted,-0.172
2024-12-23,SITE01,P00002,False,1,13,0,0,2,Baseline,0.0
2022-01-03,SITE01,P00003,False,7,24,0,0,6,Baseline,0.0
2022-01-10,SITE01,P00003,False,0,24,0,0,4,Baseline,0.0
2022-01-17,SITE01,P00003,True,3,21,0,0,3,Baseline,0.0
2022-01-24,SITE01,P00003,False,4,29,0,0,4,Adjusted,0.197
2022-01-31,SITE01,P00003,False,4,25,0,0,4,Baseline,0.0
2022-02-07,SITE01,P00003,False,0,25,0,0,3,Baseline,0.0
2022-02-14,SITE01,P00003,False,0,25,0,0,2,Baseline,0.0
2022-02-21,SITE01,P00003,True,4,41,0,0,3,Baseline,0.0
2022-02-28,SITE01,P00003,False,0,41,0,0,2,Baseline,0.0
2022-03-07,SITE01,P00003,True,4,37,0,0,3,Adjusted,0.338
2022-03-14,SITE01,P00003,False,5,32,0,0,2,Baseline,0.0
2022-03-21,SITE01,P00003,True,4,28,0,0,3,Baseline,0.0
2022-03-28,SITE01,P00003,False,5,23,0,0,3,Baseline,0.0
2022-04-04,SITE01,P00003,False,5,36,0,0,3,Baseline,0.0
2022-04-11,SITE01,P00003,False,1,35,0,0,4,Baseline,0.0
2022-04-18,SITE01,P00003,False,2,33,0,0,3,Baseline,0.0
2022-04-25,SITE01,P00003,False,11,22,0,0,4,Baseline,0.0
2022-05-02,SITE01,P00003,True,3,19,0,0,4,Baseline,0.0
2022-05-09,SITE01,P00003,True,2,28,0,0,4,Baseline,0.0
2022-05-16,SITE01,P00003,True,2,26,0,0,4,Baseline,0.0
2022-05-23,SITE01,P00003,True,2,24,0,0,4,Baseline,0.0
2022-05-30,SITE01,P00003,False,6,18,0,0,4,Baseline,0.0
2022-06-06,SITE01,P00003,True,2,35,0,0,4,Baseline,0.0
2022-06-13,SITE01,P00003,False,9,26,0,0,5,Baseline,0.0
2022-06-20,SITE01,P00003,False,6,32,0,0,4,Baseline,0.0
2022-06-27,SITE01,P00003,True,2,30,0,0,4,Baseline,0.0
2022-07-04,SITE01,P00003,False,0,30,0,0,4,Baseline,0.0
2022-07-11,SITE01,P00003,False,6,24,0,0,4,Baseline,0.0
2022-07-18,SITE01,P00003,False,0,24,0,0,4,Baseline,0.0
2022-07-25,SITE01,P00003,True,5,19,0,0,4,Baseline,0.0
2022-08-01,SITE01,P00003,True,3,28,0,0,4,Baseline,0.0
2022-08-08,SITE01,P00003,True,1,27,0,0,3,Baseline,0.0
2022-08-15,SITE01,P00003,True,4,23,0,0,3,Adjusted,0.174
2022-08-22,SITE01,P00003,False,7,16,0,0,3,Baseline,0.0
2022-08-29,SITE01,P00003,False,1,15,0,0,3,Baseline,0.0
2022-09-05,SITE01,P00003,False,1,29,0,0,3,Baseline,0.0
2022-09-12,SITE01,P00003,False,0,29,0,0,3,Adjusted,0.073
2022-09-19,SITE01,P00003,True,0,29,0,0,2,Adjusted,0.063
2022-09-26,SITE01,P00003,False,1,28,0,0,2,Baseline,0.0
2022-10-03,SITE01,P00003,True,2,26,0,0,2,Baseline,0.0
2022-10-10,SITE01,P00003,True,1,25,0,0,2,Adjusted,0.126
2022-10-17,SITE01,P00003,True,0,25,0,0,1,Baseline,0.0
2022-10-24,SITE01,P00003,True,2,23,0,0,1,Baseline,0.0
2022-10-31,SITE01,P00003,True,4,19,0,0,1,Baseline,0.0
2022-11-07,SITE01,P00003,True,1,18,0,0,1,Baseline,0.0
2022-11-14,SITE01,P00003,False,7,33,0,0,2,Baseline,0.0
2022-11-21,SITE01,P00003,False,1,32,0,0,2,Baseline,0.0
2022-11-28,SITE01,P00003,True,3,29,0,0,3,Adjusted,0.178
2022-12-05,SITE01,P00003,True,1,28,0,0,2,Baseline,0.0
2022-12-12,SITE01,P00003,True,2,26,0,0,3,Adjusted,0.205
2022-12-19,SITE01,P00003,True,0,26,0,0,2,Baseline,0.0
2022-12-26,SITE01,P00003,True,3,23,0,0,2,Baseline,0.0
2023-01-02,SITE01,P00003,True,1,22,0,0,2,Baseline,0.0
2023-01-09,SITE01,P00003,False,6,27,0,0,2,Baseline,0.0
2023-01-16,SITE01,P00003,False,9,44,0,0,3,Baseline,0.0
2023-01-23,SITE01,P00003,False,1,43,0,0,4,Adjusted,0.286
2023-01-30,SITE01,P00003,False,2,41,0,0,4,Adjusted,0.329
2023-02-06,SITE01,P00003,True,2,39,0,0,3,Adjusted,-0.101
2023-02-13,SITE01,P00003,False,1,38,0,0,3,Baseline,0.0
